,price,bedrooms,sqft_living,grade
11875,465000,4,1640,7
11876,690000,4,3730,10
11877,289900,3,1220,7
11878,1620000,3,3490,9
11879,339950,3,1730,7
11880,367999,4,3430,8
11881,380000,4,2320,7
11882,440000,3,2030,7
11883,975000,5,4850,10
11884,309500,3,1340,7
11885,350000,3,1130,6
11886,215000,2,1180,6
11887,254000,2,910,6
11888,567000,3,1630,7
11889,402000,2,710,7
11890,365000,4,1520,5
11891,625000,4,2820,9
11892,432000,4,1970,7
11893,335500,5,2240,8
11894,672500,2,1860,8
11895,336000,4,1780,6
11896,294400,4,1788,7
11897,541900,3,1880,8
11898,505000,3,2300,8
11899,255000,3,1610,7
11900,435000,6,2270,7
11901,636000,2,1230,7
11902,655000,4,3420,9
11903,280500,3,1670,7
11904,520000,2,1120,7
11905,354000,4,2580,8
11906,810000,5,3847,9
11907,400000,4,3630,9
11908,879900,4,3580,10
11909,1288000,5,4050,10
11910,902500,3,3240,10
11911,900000,3,1540,7
11912,419500,4,2550,7
11913,685000,4,2340,8
11914,429950,4,2320,8
11915,464950,4,1640,7
11916,239900,2,910,6
11917,406250,4,2550,8
11918,447000,4,2660,8
11919,466800,3,1480,7
11920,674000,4,2810,7
11921,525000,1,830,7
11922,674950,3,3510,10
11923,374900,3,2480,7
11924,1443920,4,3720,9
11925,559500,3,2150,8
11926,522500,3,2370,9
11927,1130000,5,4310,10
11928,498500,5,2990,8
11929,571000,4,1350,8
11930,543000,2,2370,7
11931,271920,3,1410,7
11932,104950,2,1170,6
11933,485500,4,1800,8
11934,1210000,4,3650,9
11935,260250,3,1490,7
11936,875909,4,3610,10
11937,455000,4,2050,7
11938,309000,3,1092,6
11939,229000,4,2010,8
11940,250000,3,1680,7
11941,600000,4,2510,9
11942,535000,4,2280,8
11943,571000,3,2510,7
11944,1030000,5,3190,9
11945,600000,4,4690,10
11946,469500,3,1850,7
11947,1150000,4,4160,11
11948,785000,4,2220,8
11949,872750,3,2870,10
11950,900000,4,3950,10
11951,350000,2,1740,8
11952,2575000,5,4780,10
11953,940000,4,3160,10
11954,185000,5,1990,7
11955,850000,4,3920,10
11956,201000,3,960,7
11957,499000,2,1540,7
11958,315000,4,1970,7
11959,509950,3,1880,8
11960,286300,3,2000,8
11961,590000,3,1990,8
11962,325000,4,1400,6
11963,625000,4,3190,9
11964,378000,3,1000,7
11965,239950,3,1670,7
11966,550000,4,2100,7
11967,325000,2,1010,6
11968,831000,4,2030,7
11969,249000,3,1090,6
11970,484000,4,2440,7
11971,395000,4,2500,9
11972,839900,4,3420,9
11973,760000,4,2850,8
11974,750000,4,2030,8
11975,3000000,5,4590,11
11976,440000,3,2230,7
11977,501000,2,1810,8
11978,739000,6,4000,7
11979,685650,3,1490,8
11980,1005000,4,4225,11
11981,980000,4,2120,8
11982,275000,3,1030,7
11983,319950,4,2310,7
11984,448500,3,1830,8
11985,437000,5,2120,7
11986,330000,4,2500,7
11987,365000,3,2470,8
11988,329000,2,940,6
11989,681500,5,3260,8
11990,566000,3,1660,8
11991,897500,4,4370,10
11992,738000,3,2620,9
11993,185000,3,1500,7
11994,445000,2,910,7
11995,175000,3,1430,6
11996,315000,2,900,6
11997,445000,4,1250,6
11998,1400000,5,3850,9
11999,832500,4,3450,10
12000,771150,4,3950,10
12001,225000,4,1950,6
12002,389950,3,1700,7
12003,435000,3,2370,7
12004,845000,3,1600,7
12005,1300000,4,4060,9
12006,350000,3,1322,8
12007,250000,3,1140,7
12008,370000,2,1280,7
12009,750000,4,3080,8
12010,439950,2,1210,7
12011,395000,4,1950,7
12012,375000,4,1450,6
12013,263000,3,1590,7
12014,185000,3,1240,7
12015,500000,3,1440,7
12016,920000,4,3470,10
12017,936000,7,5100,10
12018,1500000,3,2430,8
12019,1100000,3,2420,8
12020,247000,3,1510,7
12021,289500,3,1200,7
12022,432500,3,2240,7
12023,680000,3,1870,7
12024,589000,3,1110,7
12025,756450,4,3210,7
12026,536650,3,2090,8
12027,540000,3,1320,7
12028,385000,3,1340,7
12029,485000,3,1020,7
12030,240000,3,1220,7
12031,415500,3,1220,7
12032,550000,3,1390,7
12033,1260000,4,2970,9
12034,430000,2,1440,7
12035,415000,2,1550,7
12036,365000,4,1904,7
12037,257000,4,1400,7
12038,420000,3,2140,8
12039,338995,3,1320,7
12040,615000,3,2620,7
12041,312500,4,2300,8
12042,513000,4,2000,8
12043,857500,4,2960,9
12044,1060000,3,2700,10
12045,585000,3,1740,8
12046,350500,2,1770,7
12047,215000,3,1290,7
12048,440000,4,1450,7
12049,270000,3,1420,7
12050,385000,3,1330,7
12051,688500,3,1760,7
12052,700000,3,2010,7
12053,585000,5,2560,8
12054,401000,2,1260,7
12055,655000,4,2420,8
12056,317000,3,1010,6
12057,500000,4,1770,6
12058,314963,2,890,6
12059,715000,3,1670,7
12060,280000,3,1360,7
12061,531000,3,2120,9
12062,617000,3,1910,8
12063,440000,4,1480,7
12064,140000,3,1090,7
12065,661000,4,1670,8
12066,697000,4,1670,8
12067,1195000,5,3650,9
12068,535000,4,1970,8
12069,404500,2,1320,6
12070,396500,3,1710,7
12071,450000,3,1740,8
12072,605000,3,2200,8
12073,699000,3,2010,9
12074,805000,3,3910,11
12075,156000,1,470,4
12076,595000,4,2330,8
12077,285000,3,1930,6
12078,725000,4,3270,9
12079,216300,3,1650,8
12080,410000,4,2220,7
12081,597000,2,2470,7
12082,325000,3,1300,7
12083,355000,5,2530,7
12084,338000,3,2400,7
12085,210000,4,1500,7
12086,423000,4,1700,7
12087,249500,4,2120,7
12088,325000,4,2240,8
12089,257000,3,1540,7
12090,550000,3,1890,8
12091,490000,3,1260,7
12092,299000,2,1160,7
12093,295000,2,1300,6
12094,630000,4,3220,8
12095,320000,4,2020,7
12096,1110000,4,2990,8
12097,398000,4,1420,7
12098,218000,3,1020,7
12099,590000,4,2400,8
12100,1595000,5,3640,10
12101,348500,2,1550,8
12102,592500,2,1870,8
12103,505000,3,2340,8
12104,1430000,5,3350,10
12105,502000,3,1710,7
12106,257500,2,1180,7
12107,405000,3,1600,7
12108,427000,3,1300,7
12109,290000,3,1040,7
12110,222000,3,1220,7
12111,315000,3,2240,8
12112,371000,3,1420,7
12113,279900,3,1580,7
12114,250000,3,2390,7
12115,599000,4,2260,8
12116,267300,3,1890,7
12117,585000,2,1830,7
12118,350000,3,1000,6
12119,506000,3,2180,8
12120,400000,6,2320,8
12121,151100,3,840,6
12122,251000,3,840,6
12123,555000,4,2350,8
12124,467500,3,2040,7
12125,479000,4,2370,8
12126,247000,5,1590,7
12127,299500,3,1380,7
12128,306888,4,1940,7
12129,675000,4,3320,9
12130,577000,2,1090,7
12131,219950,3,1650,7
12132,375000,3,1110,6
12133,650000,4,2110,7
12134,975000,3,1850,6
12135,229000,1,600,6
12136,575000,5,2760,8
12137,815000,4,2970,9
12138,525000,3,2300,7
12139,471000,3,2030,8
12140,450000,4,2160,8
12141,590000,3,1650,7
12142,744000,4,3140,8
12143,460000,4,2690,9
12144,299000,5,1940,7
12145,231000,4,1220,6
12146,195000,3,1300,6
12147,305000,3,1660,7
12148,895000,4,3390,8
12149,1110000,4,2310,7
12150,339000,2,950,7
12151,885000,4,2400,7
12152,375000,3,1780,6
12153,367400,4,1280,7
12154,700000,4,1930,7
12155,667000,5,2560,8
12156,200000,2,920,6
12157,552775,3,1900,8
12158,452000,3,2270,6
12159,418000,3,2080,8
12160,601500,3,1460,8
12161,600000,3,1670,8
12162,340000,4,2810,9
12163,310000,3,2370,8
12164,290000,2,1700,8
12165,438000,2,1630,7
12166,718000,4,2930,8
12167,200000,2,860,6
12168,479900,3,1980,9
12169,400000,3,2080,9
12170,219950,3,1060,7
12171,300000,3,1590,7
12172,437000,3,1980,7
12173,350000,4,1720,7
12174,626000,4,1350,7
12175,490000,3,2080,8
12176,289000,3,2090,8
12177,595000,3,2030,7
12178,676000,3,2680,9
12179,389000,3,1820,7
12180,240000,3,1300,7
12181,382500,4,2210,8
12182,511555,3,1400,7
12183,710500,3,2040,8
12184,429000,3,2420,8
12185,170000,4,1920,7
12186,2135000,4,3860,10
12187,480000,5,2760,7
12188,1665000,4,3450,10
12189,225000,3,1040,6
12190,615000,3,2220,8
12191,438950,4,2470,7
12192,242000,3,1300,7
12193,560000,3,1960,8
12194,857500,3,2040,8
12195,685000,4,3030,9
12196,486000,4,2260,7
12197,749000,3,2670,9
12198,260000,3,1520,7
12199,1015000,3,3610,10
12200,565000,3,1130,7
12201,355000,3,1480,7
12202,775000,5,3540,9
12203,335000,4,2100,7
12204,1300000,5,3366,8
12205,545000,3,1810,7
12206,540000,3,1680,7
12207,687500,3,2450,8
12208,115000,1,1150,7
12209,227000,1,1150,7
12210,870000,4,3240,9
12211,1190000,4,3480,11
12212,375000,4,2800,9
12213,902000,3,3240,8
12214,269500,2,1480,6
12215,570000,3,1700,6
12216,359950,2,1240,7
12217,1450000,4,3720,10
12218,615000,3,1910,8
12219,250000,4,2120,7
12220,530000,4,3020,7
12221,474950,3,2250,7
12222,490000,4,1650,7
12223,210000,2,880,7
12224,265500,3,1860,7
12225,1462500,5,3840,10
12226,310000,4,2192,8
12227,324500,3,1590,7
12228,599000,4,3700,7
12229,525000,4,3670,10
12230,400000,3,1630,7
12231,887500,3,4230,9
12232,344000,2,1060,6
12233,525000,3,2700,9
12234,385000,3,2110,8
12235,820000,4,3720,10
12236,1305000,4,3440,11
12237,549000,4,2420,8
12238,180000,3,1090,7
12239,589000,4,2910,8
12240,350000,3,1050,7
12241,197400,3,1610,7
12242,267000,3,1760,8
12243,480000,3,1540,7
12244,650000,4,2580,8
12245,600000,2,1370,7
12246,490000,2,1440,8
12247,225000,3,1410,7
12248,640000,3,1980,8
12249,710000,3,2440,7
12250,325000,3,1350,7
12251,595000,3,3130,9
12252,128750,3,880,5
12253,465000,3,1920,7
12254,710000,4,2700,8
12255,605000,4,1670,7
12256,994000,4,3470,10
12257,489950,3,1820,8
12258,365000,3,1310,7
12259,359950,3,1790,8
12260,495000,4,2460,8
12261,255000,3,1060,7
12262,330000,3,1340,7
12263,450000,3,1480,8
12264,655000,4,3500,9
12265,485000,4,2910,9
12266,375000,4,1940,8
12267,570000,4,2280,8
12268,350000,3,1190,8
12269,550000,3,1260,7
12270,513000,5,2270,7
12271,450000,4,1990,7
12272,432500,4,1500,7
12273,432000,5,2060,7
12274,480000,3,1950,8
12275,402200,3,1790,7
12276,650000,3,1520,6
12277,1199500,4,3240,9
12278,312000,3,2440,8
12279,610000,4,2220,7
12280,823000,5,2640,7
12281,471000,4,1450,7
12282,481015,3,1550,8
12283,1959000,5,6200,11
12284,624000,4,2810,8
12285,480000,4,2080,7
12286,815000,3,1370,7
12287,1650000,4,2920,11
12288,180000,3,1000,6
12289,156601,2,1210,7
12290,374950,4,2790,8
12291,368000,2,1660,6
12292,550000,3,1650,7
12293,198000,3,1300,7
12294,345000,3,1090,7
12295,1712750,5,2660,9
12296,185900,3,940,5
12297,950000,3,2750,9
12298,995000,4,3850,10
12299,345000,2,860,7
12300,741000,4,2070,7
12301,737000,2,2290,8
12302,668750,4,2340,8
12303,575000,3,2680,8
12304,280000,4,1710,8
12305,583000,3,1800,7
12306,196000,3,1510,7
12307,349950,3,1700,8
12308,429000,4,1350,7
12309,270000,5,2140,7
12310,385000,6,2700,7
12311,535000,1,920,7
12312,352500,3,1500,7
12313,624000,3,1510,7
12314,215000,5,1980,7
12315,870000,4,4500,9
12316,440000,4,3220,8
12317,518000,2,1140,7
12318,259500,3,1490,7
12319,795127,4,4360,10
12320,290000,3,960,7
12321,385000,4,2253,7
12322,259950,2,770,6
12323,330000,2,1310,8
12324,280000,3,980,6
12325,595000,4,1820,8
12326,925900,4,3980,10
12327,499000,3,3010,8
12328,325000,4,1830,8
12329,895000,5,2550,9
12330,162248,2,800,6
12331,1072500,3,2890,8
12332,430000,3,1810,7
12333,615500,3,1810,7
12334,260000,3,940,6
12335,295000,4,1810,7
12336,1186040,3,2550,9
12337,749950,4,2370,9
12338,175000,6,1370,6
12339,415000,6,1370,6
12340,190000,3,1200,6
12341,625000,3,2100,7
12342,420000,3,2020,7
12343,339900,4,1570,7
12344,160000,2,1140,8
12345,353000,4,1830,7
12346,390000,3,1010,8
12347,675000,4,1770,8
12348,400000,3,2120,7
12349,1340000,4,3190,10
12350,1650000,4,2780,8
12351,1000000,5,3350,8
12352,850000,5,3450,8
12353,275000,3,1060,6
12354,450000,3,1670,8
12355,305000,4,2251,8
12356,643002,3,1770,7
12357,468000,2,1510,8
12358,324950,4,1770,7
12359,290000,3,1260,7
12360,488500,3,1710,7
12361,367950,3,2290,7
12362,285000,2,790,6
12363,417000,3,1820,8
12364,1115000,4,3180,10
12365,1550000,4,5280,11
12366,604000,3,3240,10
12367,380000,3,2390,8
12368,336500,4,2500,7
12369,685000,4,2290,7
12370,4208000,5,7440,12
12371,670000,3,1600,7
12372,524000,2,1120,7
12373,172000,3,1340,7
12374,680000,6,1670,7
12375,549900,4,2830,8
12376,357000,4,2700,9
12377,107000,3,910,6
12378,232900,3,910,6
12379,800000,4,2370,8
12380,248500,2,880,7
12381,670000,3,2050,8
12382,207000,3,1180,6
12383,164000,3,1070,7
12384,570500,2,1380,7
12385,599990,3,2680,8
12386,395000,5,2100,7
12387,979500,4,4133,11
12388,207000,3,920,6
12389,237000,3,920,6
12390,650100,2,1750,7
12391,385000,4,1950,7
12392,335000,2,1660,7
12393,347000,4,2670,8
12394,204000,3,980,6
12395,615000,4,1780,8
12396,943500,3,2370,7
12397,560000,3,1640,7
12398,547500,4,2610,8
12399,359500,4,2030,7
12400,660000,3,2590,9
12401,258000,3,1620,7
12402,355000,3,2040,8
12403,253500,2,810,7
12404,422500,3,1270,7
12405,239000,2,1470,7
12406,628000,3,1720,7
12407,352000,2,1320,8
12408,311600,3,1358,7
12409,235000,4,2070,7
12410,870000,5,2910,9
12411,190848,4,1370,7
12412,570000,4,2340,7
12413,661254,4,2290,7
12414,575000,4,1650,7
12415,230000,2,650,5
12416,680000,3,2300,8
12417,148000,1,620,5
12418,244900,1,620,5
12419,214950,3,1400,6
12420,580000,3,1800,8
12421,263000,3,1300,7
12422,317000,5,2360,7
12423,302000,4,3320,7
12424,899000,3,1480,8
12425,1289000,3,2190,8
12426,710000,3,3740,11
12427,230000,3,1360,7
12428,430000,3,1210,6
12429,1169000,5,4610,11
12430,397000,3,860,7
12431,595000,3,2250,8
12432,485000,3,2030,8
12433,755000,5,3260,8
12434,185000,3,1840,7
12435,340000,3,1840,7
12436,236000,4,2000,7
12437,550000,4,2810,9
12438,680000,3,1780,7
12439,630000,4,2540,9
12440,560000,3,2340,7
12441,385000,3,1480,7
12442,280000,3,1358,7
12443,225000,3,1750,7
12444,610000,4,1830,8
12445,592500,3,1170,7
12446,750000,4,3170,10
12447,164000,4,1530,7
12448,320000,2,1100,7
12449,544000,4,2030,8
12450,344950,3,1870,8
12451,539500,3,3080,10
12452,420000,4,2480,7
12453,305000,2,910,6
12454,229000,2,810,6
12455,1068000,5,3990,11
12456,397500,3,1430,8
12457,540000,4,2190,6
12458,650000,4,2290,8
12459,1900000,6,3020,8
12460,649000,2,2260,9
12461,287500,5,2020,7
12462,815000,4,2620,8
12463,795000,2,2830,10
12464,502775,3,1700,8
12465,222900,2,1110,6
12466,399950,4,2150,8
12467,728000,4,2650,9
12468,850000,5,3870,10
12469,525000,4,2530,8
12470,257000,3,1450,7
12471,433500,3,2200,8
12472,314950,4,1890,7
12473,500000,3,1530,7
12474,300000,3,1590,7
12475,645000,4,2690,8
12476,222500,3,990,7
12477,275000,3,1300,7
12478,498000,3,1720,8
12479,800000,3,2080,7
12480,297000,3,1840,8
12481,625000,5,4010,9
12482,770000,4,3560,9
12483,517000,3,1640,8
12484,238000,1,530,5
12485,234550,3,1990,7
12486,230500,3,1690,7
12487,585000,5,2670,7
12488,733000,4,1930,7
12489,357950,2,810,7
12490,530000,3,1550,7
12491,377500,4,2640,8
12492,475000,4,2320,7
12493,399000,3,2170,7
12494,660000,3,2080,7
12495,400000,5,2070,7
12496,440000,2,800,7
12497,366400,4,2040,8
12498,627250,4,2830,9
12499,375950,3,1480,6
12500,162000,3,1810,7
12501,780000,3,1970,8
12502,705000,4,2650,8
12503,450000,4,2820,9
12504,311000,3,1400,7
12505,485000,3,1580,8
12506,485000,3,1800,8
12507,725000,5,3360,8
12508,185000,3,1510,6
12509,1890000,4,4285,10
12510,260000,3,1610,7
12511,356000,4,2470,8
12512,225205,3,1200,6
12513,445000,3,1260,7
12514,356000,2,920,6
12515,760250,5,2540,7
12516,572000,2,1870,8
12517,970000,3,3060,9
12518,348450,4,1950,8
12519,535500,3,1730,8
12520,710000,5,2570,8
12521,745000,3,1490,7
12522,355000,4,2040,7
12523,333000,4,2690,8
12524,282000,3,1610,7
12525,840500,3,2520,8
12526,432000,3,1550,7
12527,625000,3,1800,9
12528,209977,3,1170,7
12529,174000,2,900,6
12530,740000,4,2800,8
12531,518000,3,1830,7
12532,539000,3,1380,7
12533,575000,3,1990,8
12534,530000,2,1170,9
12535,242025,4,1400,7
12536,1030000,4,2620,8
12537,230000,3,880,7
12538,350000,4,2260,8
12539,595000,3,1300,6
12540,440000,3,1450,8
12541,550000,3,1110,7
12542,940000,4,1890,9
12543,375000,3,1100,8
12544,567500,2,1350,7
12545,735000,3,3020,8
12546,114000,2,730,6
12547,608000,2,1390,7
12548,442500,3,2710,7
12549,381800,4,1530,7
12550,330000,3,2170,7
12551,90000,2,790,7
12552,312000,2,1160,6
12553,339000,3,1080,7
12554,313000,3,2190,8
12555,618080,3,2030,8
12556,325000,3,2480,8
12557,242000,4,2240,7
12558,364000,2,1650,7
12559,545000,3,1700,7
12560,445000,3,2790,10
12561,1085500,4,3010,9
12562,660000,4,2550,8
12563,845000,4,2880,10
12564,417000,4,2090,6
12565,213800,2,740,5
12566,400000,2,960,7
12567,759950,4,2100,8
12568,990000,4,2540,9
12569,710000,3,1650,8
12570,315000,1,770,6
12571,515000,4,2280,8
12572,638000,3,1660,7
12573,370000,4,2020,7
12574,184000,3,970,7
12575,583800,3,2480,8
12576,309500,3,1250,7
12577,1960000,4,4430,12
12578,299000,1,740,7
12579,215000,2,710,6
12580,410000,4,1970,8
12581,478000,2,820,7
12582,431000,2,1000,7
12583,635000,4,3080,9
12584,648000,5,2410,8
12585,640000,3,2370,9
12586,932808,5,4690,10
12587,835000,2,2280,8
12588,469775,2,1530,7
12589,587000,5,3610,7
12590,677915,3,1740,7
12591,1075000,4,3600,9
12592,671000,4,3130,7
12593,695000,5,3940,9
12594,205000,4,2200,6
12595,350000,4,1510,7
12596,360000,3,1560,7
12597,313999,4,1870,7
12598,300000,3,2070,8
12599,452000,2,1660,7
12600,495500,3,2010,7
12601,288000,3,1410,7
12602,227490,3,1820,7
12603,470950,3,2560,8
12604,735000,4,2450,8
12605,730000,7,3110,7
12606,412000,3,2210,8
12607,589500,4,2630,9
12608,291000,7,2350,7
12609,1300000,5,4450,9
12610,190000,3,1200,6
12611,456200,2,1210,6
12612,225000,3,1290,7
12613,2000000,3,3490,10
12614,740000,4,3360,9
12615,467000,3,2660,8
12616,385000,2,770,6
12617,670000,3,1800,7
12618,500000,4,2900,8
12619,352450,3,1430,7
12620,669888,4,2550,9
12621,405000,3,1310,7
12622,518000,3,1430,7
12623,280000,4,1880,7
12624,435000,3,1600,7
12625,314950,3,1760,7
12626,209900,2,1180,6
12627,630000,4,2330,8
12628,442000,4,1960,7
12629,340000,4,1140,5
12630,230000,3,1400,7
12631,495200,5,2710,7
12632,900000,4,3510,10
12633,265000,2,910,5
12634,489500,3,2090,8
12635,335000,3,1410,7
12636,585000,3,3050,8
12637,800000,4,2010,8
12638,379500,4,2120,7
12639,475000,3,1270,6
12640,520000,3,1670,7
12641,515000,4,1800,8
12642,577500,2,1640,7
12643,269900,3,1740,7
12644,329000,3,1600,7
12645,458500,3,1280,7
12646,890000,4,1480,6
12647,361500,4,1980,7
12648,2535000,5,3730,10
12649,325000,2,900,7
12650,1850000,4,3480,8
12651,945000,4,2840,7
12652,370000,3,2490,9
12653,320000,0,1490,7
12654,450000,2,1510,8
12655,800000,4,2900,10
12656,676000,3,2240,7
12657,1272500,4,2040,9
12658,290000,3,1460,7
12659,158000,3,990,7
12660,379950,4,1970,7
12661,583000,4,2660,8
12662,150000,2,870,6
12663,261500,3,1740,7
12664,278000,4,2290,7
12665,555000,4,2170,8
12666,355000,3,2040,7
12667,375000,4,1770,7
12668,227000,3,2380,6
12669,335000,4,2030,7
12670,680000,3,2270,9
12671,686500,2,1390,8
12672,410000,3,1530,7
12673,425000,2,1430,6
12674,562500,3,2030,8
12675,345000,4,2390,7
12676,627500,4,2540,8
12677,355000,3,1890,7
12678,335000,3,1870,7
12679,350000,4,1780,7
12680,590000,3,1610,7
12681,252000,3,1420,7
12682,1295000,5,4440,10
12683,705000,4,1820,7
12684,498000,3,1620,7
12685,312500,2,870,7
12686,260000,4,1830,7
12687,209950,3,2290,7
12688,610000,3,1110,7
12689,500000,4,1440,7
12690,850000,3,3070,8
12691,689000,4,2440,8
12692,470000,4,2410,9
12693,640000,3,2270,9
12694,290000,4,2340,8
12695,258500,3,1800,7
12696,1100000,4,2210,9
12697,420000,3,1820,7
12698,230000,3,1190,7
12699,252000,3,1400,7
12700,515000,3,2600,8
12701,425000,2,910,6
12702,575000,3,1760,8
12703,390000,2,860,7
12704,561500,4,2310,8
12705,1350000,4,2000,9
12706,835000,5,2460,9
12707,245000,2,1020,6
12708,475200,3,1670,8
12709,425000,2,790,7
12710,218000,2,2010,7
12711,600000,4,2600,9
12712,545000,4,1890,8
12713,2408000,5,4600,9
12714,460000,5,2008,7
12715,425000,2,880,7
12716,455000,3,1700,7
12717,313100,3,1730,8
12718,780000,4,3910,10
12719,345500,4,2160,8
12720,243000,3,1200,7
12721,670000,5,3860,8
12722,325000,3,1320,6
12723,281000,2,1280,7
12724,130000,3,1100,7
12725,340000,3,2170,7
12726,485000,4,2720,8
12727,642860,4,2520,8
12728,747000,3,2560,7
12729,559950,4,2650,8
12730,577288,4,2870,9
12731,575000,2,1230,7
12732,287000,3,1450,7
12733,1149000,4,3180,9
12734,335000,2,1800,6
12735,375000,4,2020,8
12736,325000,2,620,6
12737,530000,3,2190,7
12738,287000,4,1980,7
12739,320000,5,2970,8
12740,425000,4,2270,7
12741,550000,3,1630,8
12742,135000,3,1520,6
12743,695000,3,2080,8
12744,975000,5,3020,9
12745,210000,4,2180,8
12746,518000,4,1780,7
12747,335500,3,1370,6
12748,750000,4,3050,9
12749,515000,3,1490,7
12750,344500,4,1800,7
12751,470000,3,1760,7
12752,606150,4,1770,8
12753,292000,4,2910,7
12754,450000,3,2880,7
12755,429000,3,2520,8
12756,765000,4,3190,9
12757,425000,2,540,5
12758,505000,4,3170,7
12759,544950,3,1830,7
12760,382000,3,1360,8
12761,475000,3,1870,7
12762,355000,3,1370,7
12763,410000,4,1700,7
12764,450000,4,1960,6
12765,565000,7,4140,7
12766,529100,2,1290,7
12767,452500,4,2460,7
12768,245000,4,1580,7
12769,415000,1,700,6
12770,610000,4,2410,9
12771,363500,4,2180,7
12772,510000,3,1950,8
12773,650000,4,2630,8
12774,290000,4,2050,7
12775,170000,3,790,6
12776,510000,2,1070,6
12777,2280000,7,13540,12
12778,316000,4,2320,8
12779,690000,4,2670,9
12780,199950,2,700,5
12781,207000,3,860,6
12782,449950,4,3490,8
12783,361550,3,1160,7
12784,824000,4,3650,10
12785,537000,3,1550,7
12786,838400,4,2620,9
12787,225000,2,720,6
12788,329900,3,1380,7
12789,282500,4,1170,6
12790,229950,3,1170,7
12791,500000,2,1630,7
12792,495000,3,1890,8
12793,149500,3,1010,7
12794,726000,3,2040,8
12795,899000,4,4080,10
12796,317000,3,1270,7
12797,395000,1,790,6
12798,360000,4,2580,8
12799,570000,4,2290,8
12800,320000,4,3490,8
12801,320000,3,1510,7
12802,268000,5,2400,7
12803,191000,2,900,6
12804,400000,2,1270,7
12805,515000,2,1050,7
12806,610000,4,2950,9
12807,538000,2,1850,7
12808,432000,3,1970,7
12809,335000,4,2400,8
12810,302000,5,2360,7
12811,787500,4,1580,7
12812,420000,3,1790,8
12813,560000,3,2840,9
12814,535000,3,1970,8
12815,310000,3,1780,7
12816,760000,5,3920,7
12817,242500,3,1550,7
12818,1313000,6,2980,8
12819,235000,3,1270,6
12820,598780,4,3040,7
12821,433200,3,2075,8
12822,343000,2,1110,6
12823,145000,2,800,6
12824,291970,1,680,5
12825,599950,3,1680,7
12826,1749000,4,3910,8
12827,870000,4,2780,9
12828,323000,4,2000,7
12829,727000,4,3150,9
12830,166000,1,1120,7
12831,450000,4,1740,7
12832,400000,3,2970,7
12833,599000,3,2970,7
12834,165000,3,1150,5
12835,229000,2,1190,6
12836,305000,1,900,5
12837,930000,3,2950,9
12838,542000,3,1990,8
12839,214000,3,1020,6
12840,718000,3,2070,8
12841,349000,3,1430,8
12842,305000,3,2030,7
12843,498000,3,1620,7
12844,799950,4,4220,10
12845,737000,3,2300,9
12846,860000,4,3830,10
12847,339950,3,2390,8
12848,249000,3,1440,7
12849,370000,2,910,6
12850,725000,3,1550,7
12851,529000,5,2380,8
12852,310000,4,2060,7
12853,315000,4,1880,8
12854,1300000,4,3470,9
12855,435000,3,2360,7
12856,350000,3,1970,7
12857,240000,3,1040,7
12858,410000,3,1420,7
12859,430000,4,2290,7
12860,446000,4,1530,7
12861,240000,3,1360,7
12862,595000,4,3680,8
12863,215150,3,920,6
12864,319950,2,1070,7
12865,385000,3,1590,8
12866,280000,3,1600,8
12867,399950,3,1510,7
12868,132500,3,1080,7
12869,399950,2,1330,7
12870,290000,2,850,7
12871,860000,5,1960,8
12872,3100000,6,6980,12
12873,245000,4,1530,7
12874,255000,3,1320,7
12875,310000,4,2320,7
12876,299000,3,960,7
12877,575000,4,2040,8
12878,284000,3,1080,7
12879,840000,3,2020,8
12880,442573,3,1780,7
12881,560000,3,1140,8
12882,485000,3,1610,7
12883,472500,4,1440,7
12884,1610000,4,4270,11
12885,808000,8,3460,7
12886,398000,3,1890,7
12887,340000,3,2240,8
12888,380000,2,760,6
12889,235000,3,1020,6
12890,400000,3,1330,7
12891,582000,5,2780,8
12892,209000,2,1070,6
12893,335000,5,2660,7
12894,285950,2,710,6
12895,645000,5,3340,8
12896,312000,2,1160,7
12897,663000,3,2840,7
12898,443950,3,2000,6
12899,315000,3,1060,7
12900,302200,4,1730,7
12901,770000,3,2190,9
12902,374950,4,1660,8
12903,330000,3,2210,9
12904,230000,2,870,6
12905,967000,4,3100,9
12906,536500,4,1720,8
12907,315000,6,3120,7
12908,626000,3,1040,7
12909,334009,4,1650,6
12910,429000,2,1010,7
12911,818000,4,4020,10
12912,326000,5,2166,8
12913,310000,5,1880,7
12914,525000,4,2260,7
12915,350000,3,2010,7
12916,936000,4,3330,10
12917,226000,3,1520,7
12918,1250000,5,3510,10
12919,428000,3,1580,7
12920,329932,3,1460,7
12921,539000,3,1460,7
12922,275000,3,1650,8
12923,590000,4,2660,9
12924,782000,4,3510,10
12925,575000,4,2120,8
12926,509000,3,1780,7
12927,290000,4,2000,7
12928,305240,3,1300,7
12929,555000,3,2180,8
12930,317000,3,1790,7
12931,430000,3,1910,8
12932,850000,2,1800,7
12933,469000,3,2620,7
12934,327200,2,1440,6
12935,835000,3,2790,8
12936,360000,4,2340,8
12937,372000,4,2070,8
12938,453000,3,2160,7
12939,275000,2,2090,7
12940,475000,4,2040,7
12941,310000,4,1950,7
12942,173000,4,1200,7
12943,313500,5,2240,6
12944,345000,3,1360,8
12945,436000,3,1500,8
12946,244500,2,1300,6
12947,206000,3,1140,7
12948,890000,4,2930,9
12949,329950,4,2140,8
12950,250000,3,1628,7
